Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Burgess, I.F., Brunton, E.R., Brown, C.M.","Laboratory and clinical trials of cocamide diethanolamine lotion against head lice",2015,"PeerJ",2015,11, e1368,,,,1,10.7717/peerj.1368,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948966403&partnerID=40&md5=3c5a5acba2235e406f411cd628fb920f",Article,Scopus,2-s2.0-84948966403
"Li, A., Huang, X., Hao, B., O'Dea, B., Christensen, H., Zhu, T.","Attitudes towards suicide attempts broadcast on social media: An exploratory study of Chinese microblogs",2015,"PeerJ",2015,9, e1209,,,,2,10.7717/peerj.1209,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944872469&partnerID=40&md5=338e49a14708aaac7c3a40e4525e4053",Article,Scopus,2-s2.0-84944872469
"Xue, J., Gui, D.","Linear and nonlinear characteristics of the runoff response to regional climate factors in the Qira River basin, Xinjiang, Northwest China",2015,"PeerJ",2015,7, e1104,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937879045&partnerID=40&md5=aab3f62072047780d0ece8bcf858a0a6",Article,Scopus,2-s2.0-84937879045
"Cook, I., Grange, S., Eyre-Walker, A.","Research groups: How big should they be?",2015,"PeerJ",2015,6, 989,,,,6,10.7717/peerj.989,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944719679&partnerID=40&md5=1745f55e1ab24381e6b7c90a52820e9a",Article,Scopus,2-s2.0-84944719679
"Amundsen, C.R., Nordeide, J.T., Gjøen, H.M., Larsen, B., Egeland, E.S.","Conspicuous carotenoid-based pelvic spine ornament in three-spined stickleback populations-occurrence and inheritance",2015,"PeerJ",2015,4, e872,,,,4,10.7717/peerj.872,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926484933&partnerID=40&md5=c140b613a8e21ff915cb64e09a190b58",Article,Scopus,2-s2.0-84926484933
"Lin, Y.-H., Tseng, Y.-H., Chang, H.-T., Lin, M.-H., Tseng, Y.-C., Chen, T.-J., Hwang, S.-J.","Interdisciplinary, interinstitutional and international collaboration of family medicine researchers in Taiwan",2015,"PeerJ",2015,10, e1321,,,,,10.7717/peerj.1321,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948964453&partnerID=40&md5=4a2c9d16f9466ca792085324b0427d60",Article,Scopus,2-s2.0-84948964453
"Estrada, A.D., Freese, N.H., Blakley, I.C., Loraine, A.E.","Analysis of pollen-specific alternative splicing in Arabidopsis thaliana via semi-quantitative PCR",2015,"PeerJ",2015,3, e919,,,,,10.7717/peerj.919,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961379427&partnerID=40&md5=d002fb847871d37d94f59135e1f595c5",Article,Scopus,2-s2.0-84961379427
"Ocampo-Peñuela, N., Pimm, S.L.","Bird conservation would complement landslide prevention in the central andes of colombia",2015,"PeerJ",2015,2, e779,,,,,10.7717/peerj.779,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926435756&partnerID=40&md5=bfa122e48118e213ab566383abe346c3",Article,Scopus,2-s2.0-84926435756
"Werneburg, I.","Morphology of the jaw, suspensorial, and operclemusculature of Beloniformes and related species (Teleostei: Acanthopterygii), with a special reference to the m. adductor mandibulae complex",2015,"PeerJ",2015,2, e769,,,,,10.7717/peerj.769,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926443873&partnerID=40&md5=c6179842a9da75c6ff19de1d2a610914",Article,Scopus,2-s2.0-84926443873
"Rezaianzadeh, A., Maghsoudi, B., Tabatabaee, H., Keshavarzi, S., Bagheri, Z., Sajedianfard, J., Gerami, H., Rasouli, J.","Factors associated with extubation time in coronary artery bypass grafting patients",2015,"PeerJ",2015,12, e1414,,,,1,10.7717/peerj.1414,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951068920&partnerID=40&md5=b218ceded2bdbb505b2acf39845712a1",Article,Scopus,2-s2.0-84951068920
"Coil, D.A., Flanagan, J.C., Stump, A., Alexiev, A., Lang, J.M., Eisen, J.A.","Porphyrobacter mercurialis sp. nov., isolated froma stadium seat and emended description of the genus Porphyrobacter",2015,"PeerJ",2015,11, e1400,,,,2,10.7717/peerj.1400,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949671570&partnerID=40&md5=e39fa7a51d7da9ba5505ed5d768ceebc",Article,Scopus,2-s2.0-84949671570
"Rohwer, S., Fox, A.D., Daniel, T., Kelly, J.F.","Chronologically sampled flight feathers permits recognition of individual molt-migrants due to varying protein sources",2015,"PeerJ",2015,1, e743,,,,3,10.7717/peerj.743,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926432222&partnerID=40&md5=2b2a5ed694e4bb1a3627611f6e647a24",Article,Scopus,2-s2.0-84926432222
"Knazovicky, D., Tomas, A., Motsinger-Reif, A., Lascelles, B.D.X.","Initial evaluation of nighttime restlessness in a naturally occurring canine model of osteoarthritis pain",2015,"PeerJ",2015,2, e772,,,,5,10.7717/peerj.772,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926431470&partnerID=40&md5=79f744814535bcae90c1e57a1ecc0e4e",Article,Scopus,2-s2.0-84926431470
"Hernandez, M.E., Beck, D.A.C., Lidstrom, M.E., Chistoserdova, L.","Oxygen availability is a major factor in determining the composition of microbial communities involved in methane oxidation",2015,"PeerJ",2015,2, e801,,,,16,10.7717/peerj.801,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926429468&partnerID=40&md5=5fc7b37034303dad31294eeb64ee7e58",Article,Scopus,2-s2.0-84926429468
"Leahey, L.G., Molnar, R.E., Carpenter, K., Witmer, L.M., Salisbury, S.W.","Cranial osteology of the ankylosaurian dinosaur formerly known asMinmi sp. (Ornithischia: Thyreophora) from the Lower Cretaceous Allaru Mudstone of Richmond, Queensland, Australia",2015,"PeerJ",2015,12, e1475,,,,9,10.7717/peerj.1475,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951045590&partnerID=40&md5=332549b58d5819688a3c3252904f8618",Article,Scopus,2-s2.0-84951045590
"Leray, M., Meyer, C.P., Mills, S.C.","Metabarcoding dietary analysis of coral dwelling predatory fish demonstrates the minor contribution of coralmutualists to their highly partitioned, generalist diet",2015,"PeerJ",2015,6, 1047,,,,15,10.7717/peerj.1047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944739850&partnerID=40&md5=92ad567d5e19702022323a08d6543190",Article,Scopus,2-s2.0-84944739850
"Castro-Nallar, E., Hasan, N.A., Cebula, T.A., Colwell, R.R., Robison, R.A., Johnson, W.E., Crandall, K.A.","Concordance and discordance of sequence survey methods for molecular epidemiology",2015,"PeerJ",2015,2, e761,,,,1,10.7717/peerj.761,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926442730&partnerID=40&md5=bdd057f9e8d92b2559606d8fcf155ad7",Article,Scopus,2-s2.0-84926442730
"Khatua, S., Dutta, A.K., Acharya, K.","Prospecting Russula senecis: A delicacy among the tribes of West Bengal",2015,"PeerJ",2015,3, e810,,,,15,10.7717/peerj.810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926469374&partnerID=40&md5=fe9a7846202cf83183a494e61f74e7aa",Article,Scopus,2-s2.0-84926469374
"Göllner, T., Fieder, M.","Selection in the dopamine receptor 2 gene: A candidate SNP study",2015,"PeerJ",2015,8, e1149,,,,1,10.7717/peerj.1149,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940377803&partnerID=40&md5=67f72e024e609835f498efb7dc75f13b",Article,Scopus,2-s2.0-84940377803
"Kinzner, M.-C., Wagner, H.C., Peskoller, A., Moder, K., Dowell, F.E., Arthofer, W., Schlick-Steiner, B.C., Steiner, F.M.","A near-infrared spectroscopy routine for unambiguous identification of cryptic ant species",2015,"PeerJ",2015,9, e991,,,,1,10.7717/peerj.991,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944899595&partnerID=40&md5=f70c24abf0b57884935d9126ac8ec441",Article,Scopus,2-s2.0-84944899595
"Kuhle, S., Doucette, R., Piccinini-Vallis, H., Kirk, S.F.L.","Successful childhood obesity management in primary care in Canada: What are the odds?",2015,"PeerJ",2015,10, e1327,,,,1,10.7717/peerj.1327,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949684883&partnerID=40&md5=f37f83626ddaebca44d40b59c9f5fb13",Article,Scopus,2-s2.0-84949684883
"Cadena, E.","A global phylogeny of Pelomedusoides turtles with new material of Neochelys franzeni Schleich, 1993 (Testudines, Podocnemididae) fromthe middle Eocene, Messel Pit, of Germany",2015,"PeerJ",2015,8, 1221,,,,6,10.7717/peerj.1221,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940380726&partnerID=40&md5=ca9ad0419d3c4f51e7ef28ea38ee0e10",Article,Scopus,2-s2.0-84940380726
"Pastor, E.L., Reguera-Nuñez, E., Matveeva, E., Garcia-Fuentes, M.","Pore size is a critical parameter for obtaining sustained protein release from electrochemically synthesized mesoporous silicon microparticles",2015,"PeerJ",2015,10, e1277,,,,3,10.7717/peerj.1277,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945195375&partnerID=40&md5=e6bb216b37cf0d801f25ce5ee09c9e77",Article,Scopus,2-s2.0-84945195375
"Ganias, K., Michou, S., Nunes, C.","A field based study of swimbladder adjustment in a physostomous teleost fish",2015,"PeerJ",2015,4, e892,,,,1,10.7717/peerj.892,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926444348&partnerID=40&md5=b37f54ab118fec11d5090503157098a5",Article,Scopus,2-s2.0-84926444348
"Ashton, P.M., Perry, N., Ellis, R., Petrovska, L., Wain, J., Grant, K.A., Jenkins, C., Dallman, T.J.","Insight into Shiga toxin genes encoded by Escherichia coli O157 fromwhole genome sequencing",2015,"PeerJ",2015,2, e739,,,,12,10.7717/peerj.739,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926433670&partnerID=40&md5=c55e64d836f1d595ca05c6988084623d",Article,Scopus,2-s2.0-84926433670
"Van Horn, R.C., Zug, B., Appleton, R.D., Velez-Liendo, X., Paisley, S., LaCombe, C.","Photos provide information on age, but not kinship, of Andean bear",2015,"PeerJ",2015,7, e1042,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937884133&partnerID=40&md5=3b49bb259fe9f6bf8ff30d2903a2ef3b",Article,Scopus,2-s2.0-84937884133
"Trifunović, D., Djedović, N., Lavrnja, I., Wendrich, K.S., Paquet-Durand, F., Miljković, D.","Cell death of spinal cord ED1&lt;sup&gt;+&lt;/sup&gt; cells in a rat model of multiple sclerosis",2015,"PeerJ",2015,8, 1189,,,,2,10.7717/peerj.1189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940381227&partnerID=40&md5=7d96372fd28ee53bd8260c17cdb9d168",Article,Scopus,2-s2.0-84940381227
"von Bartheld, C.S., Houmanfar, R., Candido, A.","Prediction of junior faculty success in biomedical research: Comparison of metrics and effects of mentoring programs",2015,"PeerJ",2015,9, e1262,,,,2,10.7717/peerj.1262,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944870470&partnerID=40&md5=3ce7002adcb881238727088f94a918ee",Article,Scopus,2-s2.0-84944870470
"Sicuro, F.L., Oliveira, L.F.B.","Variations in leopard cat (Prionailurus bengalensis) skull morphology and body size: Sexual and geographic influences",2015,"PeerJ",2015,10, e1309,,,,3,10.7717/peerj.1309,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945182017&partnerID=40&md5=adb2a8ed1ddb4a720d8641754a05d949",Article,Scopus,2-s2.0-84945182017
"Klompmaker, A.A., Portell, R.W., Klier, A.T., Prueter, V., Tucker, A.L.","Spider crabs of the Western Atlantic with special reference to fossil and some modern Mithracidae",2015,"PeerJ",2015,10, e1301,,,,2,10.7717/peerj.1301,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945196291&partnerID=40&md5=df429868afbfef493818d8ffb3e77ee6",Article,Scopus,2-s2.0-84945196291
"Goulson, D.","Neonicotinoids impact bumblebee colony fitness in the field; a reanalysis of the UK's food &amp; environment research agency 2012 experiment",2015,"PeerJ",2015,3, e854,,,,23,10.7717/peerj.854,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926500548&partnerID=40&md5=8243ccc28526f65b7f1d15684221048c",Article,Scopus,2-s2.0-84926500548
"Didonna, A., Venturini, A.C., Hartman, K., Vranac, T., Ŝerbec, V.C., Legname, G.","Characterization of four new monoclonal antibodies against the distal N-terminal region of PrP<sup>c</sup>",2015,"PeerJ",2015,3, e811,,,,1,10.7717/peerj.811,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926483325&partnerID=40&md5=96a9f6603c48e8d59162fd03f9038b7b",Article,Scopus,2-s2.0-84926483325
"Roberts, S.-J., Cords, M.","Life as a bachelor: Quantifying the success of an alternative reproductive tactic in male blue monkeys",2015,"PeerJ",2015,6, 1043,,,,2,10.7717/peerj.1043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944746836&partnerID=40&md5=770376b9fda3d7f5fd0a1c084ab28ac8",Article,Scopus,2-s2.0-84944746836
"Robinson, R.","Low serum albumin and total lymphocyte count as predictors of 30 day hospital readmission in patients 65 years of age or older",2015,"PeerJ",2015,8, 1181,,,,1,10.7717/peerj.1181,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940379141&partnerID=40&md5=a299ce6e7007f6181b0795ef9ed70d33",Article,Scopus,2-s2.0-84940379141
"Waqas, A., Khan, S., Sharif, W., Khalid, U., Ali, A.","Association of academic stress with sleeping difficulties in medical students of a Pakistani medical school: A cross sectional survey",2015,"PeerJ",2015,3, e840,,,,13,10.7717/peerj.840,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926433173&partnerID=40&md5=acc5b2dab3dc8cc08cfe18e41244d0c8",Article,Scopus,2-s2.0-84926433173
"Desjonquéres, C., Rybak, F., Depraetere, M., Gasc, A., Le Viol, I., Pavoine, S., Sueur, J.","First description of underwater acoustic diversity in three temperate ponds",2015,"PeerJ",2015,11, e1393,,,,4,10.7717/peerj.1393,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949229706&partnerID=40&md5=eefe0e9cff5a56aabae306dd7a064a1f",Article,Scopus,2-s2.0-84949229706
"Rohwer, S., Grason, E., Navarro-Sigüenza, A.G.","Irrigation and avifaunal change in coastal Northwest Mexico: Has irrigated habit attracted threatened migratory species?",2015,"PeerJ",2015,8, 1187,,,,,10.7717/peerj.1187,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940434888&partnerID=40&md5=e231359118d54214f4ad967e9943a380",Article,Scopus,2-s2.0-84940434888
"Nanami, A.","Pair formation, home range, and spatial variation in density, size and social status in blotched foxface Siganus unimaculatus on an Okinawan coral reef",2015,"PeerJ",2015,9, e1280,,,,,10.7717/peerj.1280,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944890054&partnerID=40&md5=341b9f5ee8faa7c8c2aff03cc14aed6f",Article,Scopus,2-s2.0-84944890054
"McKeon, C.S., O'Donnell, J.L.","Variation in partner benefits in a shrimp-sea anemone symbiosis",2015,"PeerJ",2015,11, e1409,,,,,10.7717/peerj.1409,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948975555&partnerID=40&md5=b03f990bdec88ba8bf7835da5c0be563",Article,Scopus,2-s2.0-84948975555
"Rathbun, G.B., Dumbacher, J.P.","Home range and use of diurnal shelters by the Etendeka round-eared sengi, a newly discovered Namibian endemic desert mammal",2015,"PeerJ",2015,10, e1302,,,,,10.7717/peerj.1302,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945193340&partnerID=40&md5=4734843380d1d48567f24db3b4a3da72",Article,Scopus,2-s2.0-84945193340
"Foffa, D., Young, M.T., Brusatte, S.L.","Evidence of macrophagous teleosaurid crocodylomorphs in the Corallian Group (Oxfordian, Late Jurassic) of the UK",2015,"PeerJ",2015,12, e1497,,,,2,10.7717/peerj.1497,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951263434&partnerID=40&md5=072f3fb76e61358db66899a31d8b9542",Article,Scopus,2-s2.0-84951263434
"Ramon, M.","Perception of global facial geometry is modulated through experience",2015,"PeerJ",2015,3, e850,,,,8,10.7717/peerj.850,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926513147&partnerID=40&md5=6784a92690539138ed48ae0f7100d09c",Article,Scopus,2-s2.0-84926513147
"White, M.A., Bell, P.R., Cook, A.G., Poropat, S.F., Elliott, D.A.","The dentary of Australovenator wintonensis (Theropoda, Megaraptoridae); Implications for megaraptorid dentition",2015,"PeerJ",2015,12, e1512,,,,6,10.7717/peerj.1512,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951112437&partnerID=40&md5=7cceb04a9325c1003f67bd110ecd4412",Article,Scopus,2-s2.0-84951112437
"Alexandre, H., Vrignaud, J., Mangin, B., Joly, S.","Genetic architecture of pollination syndrome transition between hummingbird-specialist and generalist species in the genus Rhytidophyllum (Gesneriaceae)",2015,"PeerJ",2015,6, e1028,,,,4,10.7717/peerj.1028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945191125&partnerID=40&md5=4dfa2f13fa6b0848e2efaec2ff7cbbb8",Article,Scopus,2-s2.0-84945191125
